text,label
UKRAINE PEACE TALKS,2
"C’est honteux Macron baisse son pantalon face à l’Algérie ! Ça ne peut pas durer cette situation, il faut agir avec force et avec des sanctions",0
"NATO wants war with Russia Mike Benz “In order to win the war in against Russia. Right now, NATO believes we need to build the single largest military base in all of NATO — We're now moving as we speak, there are fighter jets and drones being moved from Germany to Romania” “This base that's under construction is a 100% bigger than the biggest current Air Force NATO base in Europe”",0
"USAID, ISRAEL, SWATTING, & WAR:🧵 Now, about that USAID rabbit hole I’ve been promising you…. Last week, my home was “swatted,” which is nothing less than attempted murder by proxy. But why? Let’s try to connect some dots.",1
"""tell the full story,"" ok so should we start from 1948? 1917? how much of the illegal occupation should we cover in regards to this lynching and kidnapping?",1
‼️🚨المتظاهرون الأتراك يؤدون نشيد إزمير العسكري وهو نشيد تركي مشهور .,1
Ian Proud: Britain Will Slowly Adjust to the US Position on Ukraine to Remain Relevant https://m.youtube.com/watch?v=boMDNTYbcY0&pp=0gcJCa8AFFPMqEg1,0
"„Guten Morgen! Seit heute Nacht herrscht Krieg mitten in Europa“ - so begann ich meine Morgenmoderation am 24. März 1999 auf Antenne Brandenburg, dem Landessender des heutigen RBB. Die NATO hatte in der Nacht ihre Luftangriffe auf Serbien und die damalige Provinz Kosovo begonnen. In der Redaktionskonferenz wurde ich danach ermahnt: „Wir sagen nicht Krieg, sondern Militäroperation.“ Ich erwiderte, was mir mein Opa beigebracht hatte: „Wenn Bomben fallen, dann ist das Krieg“. Und dass ich mir nicht vorschreiben lasse, wie ich zu reden habe. Damals ging das noch. Ich habe noch bis 2006 im ÖRR gearbeitet. Dann machten sie Schluss. Aus heutiger Sicht Gott sei Dank. Wie sich neulich zeigte, verlieren Redakteure und Moderatoren mit eigenem Kopf heutzutage ihren Job sofort. #Priebshow #Friedenstreiber https://www.deutschlandfunk.de/vor-20-jahren-begann-der-kosovo-krieg-bomben-gegen-belgrad-100.html",1
"This cannot explain why Trump stops all intelligence sharing, interrupts overdue weapons delivery, considers recognizing Crimea's annexation, imposes unprovoked crazy tariffs Niall. You're attempting post-hoc rationalization. Deal with cognitive dissonance and come back.",1
#Canadian Master Corporal Raymond Arndt was killed while serving - in support of the #USA - the only time NATO's Article 5 was invoked. #WeHadYourBack America #NATO #uspoli #cdnpoli #Canada,1
"I was at Nasser Hospital in #Gaza when it was bombed today. One of my patients, a 17-year-old boy, was killed. He would have gone home tomorrow. If I had been changing his dressings, as I planned to this evening, I probably would have been killed too. Attacking hospitals is a war crime, and it needs to stop.",1
What NATO country has Russia invaded?,1
"who put those nukes there ?. 'Ukraine, formerly a republic of the Union of Soviet Socialist Republics (USSR) from 1922–1991, once hosted Soviet nuclear weapons and delivery systems on its territory' DOH 🤪",0
"for sure 🇷🇺 can go on with delivery of tanks, weapons and fighting with NK🤔🤨",0
"Russia is not a threat to us, it couldn't beat Ukraine. Who don't have keys ships. It's the British who trained Ukraine.",0
"Ron Johnson has been Putin’s Puppet for decades. Remember when he went to Moscow to celebrate the 4th of July? He’s TOO OLD to serve, Wisconsin! Get a Dem to fight for YOUR rights!",0
No international outcry Israeli occupation forces storm Su’fat neighbourhood in occupied Jerusalem and KIDNAP tens of Palestinians!,1
"Trump’s envoy Witkoff is what the Russians call a ‘useful idiot’, ignorantly parroting Putin’s line on Ukraine. He appears unaware all regions, even Crimea, voted for Ukrainian independence in 1991 and that the USG pledged to protect Kyiv’s sovereignty in the 1994 Budapest Memo.",2
"According to Russian state-owned news outlet Tass, the U.S.-Russian talks on the ongoing Russo-Ukrainian War just concluded in Riyadh, Saudi Arabia after more than twelve hours of discussions.",0
The Director of Nasser Hospital in Gaza SPEAKS OUT hours after the attack on the hospital “The occupation wants to eliminate every aspect of life in Gaza”,2
"Right, in Mariupol alone the putinists killed at least 20000 people, it is likely more than have died in Gaza. Now they are rebuilding some areas in Mariupol for propaganda picture, but they are selling new apartments to people from russia, leaving residents of Mariupol homeless",2
"Soldiers invaded the ambulance he called, and took him"" so he was kidnapped by israeli occupation soldiers",2
"He said: ""Russia continues to threaten the use of nuclear weapons, which has contributed to worldwide concern that yet another catastrophe by nuclear weapon use is a real possibility."" Many politicians and reporters admired the smooth delivery of Mr Kishida's speech in ...",0
"A Czech volunteer group called Darek pro Putina ""A Gift for Putin"" has raised over 70 million Czech crowns to purchase a Black Hawk helicopter for Ukraine. According to Czech volunteers, a total of over 20,500 donors have given almost 72.3 million crowns, or about $3 million. ""The Czech Republic has become the first country in the world whose citizens have pledged to buy a military helicopter for Ukraine. We have raised more than we planned. We will use this money to transport the Black Hawk UH-60 to Ukraine,"" Darek pro Putina reported. Thank you, Czech Republic! 🇺🇦🤝🇨🇿",2
Iran says it is not afraid of war and is fully prepared for it.,1
"Mit uns kann ja nur der #CDU Wähler gemeint sein. Alle andern war das ja schon vorher bewusst. Man hat das ja schon in Thüringen gesehen. Da wurde einer, der seine Doktorarbeit abschreiben gelassen hat, Ministerpräsident.",1
"My suggestion: Egg-Delivery yes, but: only if the USA supports Ukraine unconditionally and supplies unlimited weapons. Delivery of the eggs only after the arms deliveries and after Ukraine won. This is a fair deal, I guess.",2
I wonder if she give great bj with that peace talks,1
Oui je soutiens l’Ukraine 🇺🇦,2
Beijing and Moscow have been reading along with the group chat I’m sure. Snickering.,0
From Rurik to 3 days to Kyiv history lesson ;)),0
"En France la chaîne de télé C8 a fermé a causes des plaintes à répétition avec l’emission TPMP où les chroniqueurs parlent de tout ce qu’ils veulent et ne respectent rien, même pas les élus de la Rep comme le cas Louis Boyard. Faut commencer des sanctions, ils vont tous réguler.",1
"The U.S. treated alleged Nazis better during World War II than the Trump administration treated Venezuelan migrants last week, a federal appeals judge told a Justice Department lawyer during a court hearing Monday. https://abcnews.link/xlhT7Nq",1
Not @TheAtlantic ! They meant across the Atlantic to include pal Putin…,0
"Steve Witkoff on talks to end the war in Ukraine: ""I'm not sure how anyone would expect an end to a conflict when you're not communicating, President Trump's philosophy of peace through strength brings people to the table to clear up misconceptions & to get peace deals done.""",0
"Özgür denen zavallı, Ülkemizi dışarıya şikayet etmiş! Ülkede yargı yok demiş, Ekrem’i aday olduğu için tutukladılar demiş, Natocuyuz demiş ( nato ekrem’i kurtarsın demiş sanırım) Bu zavallının Devlete vereceği hesap katlanarak artıyor!",2
"No, Spain still enables delivery of weapons to Israel. This is a lie and part of the propaganda mechanism.",1
"BREAKING: In a stunning moment, Donald Trump admits that he has no idea what his own administration is up to, when asked about the major lapse in security when war plans were accidentally shared over Signal with a reporter. Make sure everyone sees this.",1
"Europe can't afford to ignore the call for peace any longer. I recently gave an interview to @hu_conservative, where I discussed the urgent need for a shift in EU policy on Ukraine. It's time for peace talks and a more pragmatic approach to safeguard Europe’s future.",2
Did anyone think that He is a Government Contractor for NASA & Maybe He's being briefed to come up with a new weapons delivery system? Maybe because He's PROVEN that He & Space X can get the Job done Quicker & Cheaper than NASA & Boeing!,1
❗moscow  burn🔥🇷🇺🖕🏻,0
C'est la paix ☮️ en Ukraine !!! 🤔,2
"DEMOCRACY? Have you seen the drive-by media covering the massive democratic uprising in our NATO ally’s streets? I sure haven’t. The Turkish people no longer want to be ruled by an Islamist dictator. Democrats, however, want him in power.",1
"Selenskij macht sich über Trump und seine Bemühungen, Frieden im Ukraine-Krieg zu vermitteln, lustig. In seinem Büro hat Selenskij 2 neue Bilder aufhängen lassen, der brennende Kreml und ukrainische Truppen auf russischem Gebiet. Die Botschaft: Die Ukraine will keinen Frieden.",2
"Absolutely, & the inevitable sanctions that will occur for being unable to engage in work activity. It's a spiralling nightmare they're going to impose on some of the most vulnerable people. Need equal focus on PIP *and* LCWRA/ESA for sure. Ugh. #DisabilityBenefits",1
Agreed. Putin needs a a knuckle sandwich and the West needs to up it’s delivery game making certain that Ukraine gets all the weapons they need to defend themselves against Russia,0
"She is useless, nothing more than Word salade comes out her mouth. Spain still delivers weapons and enables the delivery. She is part of the propaganda mechanism. 🤮",0
"Какой смысл с этими долбоебами вести переговоры в принципе? Нет точки равновесия в переговорах.  Уже же ясно, что единственный вариант - это тотальное военное уничтожение 🇷🇺 и её распад. Это задача всего цивилизованного мира для спасения самой цивилизации.",0
"🇨🇺 Como parte de la agenda de trabajo de la visita oficial de @MMarreroCruz a Guinea Ecuatorial, este lunes nos reunimos las delegaciones de ambos países para evaluar acciones que podrían diversificar las relaciones de cooperación y económicas-comerciales, en beneficio mutuo.",1
"18+ The Defense Forces of Ukraine, particularly the 3rd Assault Brigade, have announced the liberation of the village of Nadiya in the Luhansk region from Russian terrorist formations. During the battle, the 752nd and 254th mechanized regiments of the Russian forces were decisively defeated.",2
"The VALOR Act of 2025 already authorizes sanctions against Venezuela’s Maduro regime for destabilizing activities, including support for paramilitary groups. While the Alien Enemies Act requires formal state affiliation, Section 302 of the VALOR Act allows targeting foreign entities assisting nondemocratic regimes—no need for congressional war declarations when existing tools are underutilized. The Biden administration’s failure to enforce sanctions allowed groups like TdA to exploit weak border policies, but the current administration is leveraging CFIUS and financial restrictions to cripple Maduro’s networks. Military action without exhausting calibrated sanctions first risks overextension—the focus should be on freezing regime assets under Section 305 and expanding cryptocurrency prohibitions per Section 304 to disrupt funding flows. Congress should prioritize enforcing existing statutes rather than chasing new declarations.",1
"Former naval officer from a Large Landing Ship “Nikolay Filchenkov”, Junior Lieutenant Кокошников Антон Владимирович (Kokoshnikov Anton Vladimirovich) was transferred to the front on February ’24 and eliminated as commander of a platoon at Zelenovka, Ukraine on 19 January ’25.",2
Ukraine Russia Peace Talks & Furthering Ukraine Losses w/Steve Jermy https://youtu.be/Xl2RKRlRLbI?si=Ubfpixzjhj7ALAtf via @YouTube,2
Monument dedicated to Serbian children killed by NATO in 1999. We will never forget!,0
⭕️⚡️ 🪂 Parachute going full antisemite mode An occupation soldier sustained moderate injuries earlier today following a parachute mishap near the Tzeelim base,1
"Jamais dans l'histoire de l'humanité une telle invasion ne c'est faite sans que les peuples de souche ne se défendent, il aura fallu attendre le 20ème siècle pour voir cela. Grâce à la trahison de tous nos politiciens mais surtout à la soumission des peuples face à cette caste 🤬",0
Israel has stolen money and built an apartheid terrorist state. Ukraine will be perfect.,0
AB yi kastediyor. Özgür bey dağınık bir zihin yapısı olduğu için söylemek istediği cümleyi söylemiş zannedip bu cümleyi söylüyor. Kastı açık AB demek. Türkiye NATO ile son derece uymlu zerre problem yok.,1
And when the world rearms America does the worst thing out of self preservation and abandons start and npt by developing more strategic nuclear weapons and delivery systems. This is elementary real politik,1
"From the site where the occupation bombed a tent sheltering displaced people at dawn today in the Qizan Abu Rishwan area, resulting in the martyrdom of several Palestinians.",2
"Le armi dell’Ucraina e dell’Europa: come si può tenere il passo con Mosca. L’industria bellica ucraina ha fatto passi in avanti inattesi, diventando leader in alcuni settori strategici. E ormai il 40% delle armi Kyiv le produce in casa. Di Lorenzo Borga https://www.ilfoglio.it/sound-check/2025/03/23/news/le-armi-dell-ucraina-e-dell-europa-come-si-puo-tenere-il-passo-con-la-russia-7548423/",2
Why do they instigate Houthis to attack their vessels??? It was Israel ships that were carrying weapons was stopped what is wrong with US to support  Israeli weapons delivery,0
And all you have to do is put in Biden threatens to pull money from Ukraine if “prosecutor isn’t fired” in to Google and there it is . Sure sounds like  a quid pro quo to me !,0
"Last night was once again marked by the sound of explosions as 99 drones targeted Ukrainian cities. A 37-year-old man was injured in Kyiv region. At least one person was injured in Zaporizhzhia, where 449 strikes were recorded over the day, and 13 settlements came under fire. In Dnipropetrovsk region, an artillery attack wounded a man and damaged a kindergarten & a medical facility. In Donetsk region, 2 people were killed in shelling, while 4 others were wounded in Kherson region over the past 24 hours. #StopRussianAggression 🎥: @SESU_UA",2
Germany Takes Steps To Halt Nord Stream 2 Gas Pipeline From Russia. Chancellor Olaf Scholz said the German government was taking the measure in response to Moscow''s actions in Ukraine.,2
"weapons are one thing, but weapons delivery is another. Precision is super important. And pilots? Let's get real here. And Ukraine war has depleted their fighting force.",1
"Accelerating the delivery of Aster missiles for UK, French and Italian Armed Forces. 🇬🇧 🇫🇷 🇮🇹 Our weapons experts have worked with OCCAR, Eurosam and @MBDAGroup to bolster the Royal Navy’s Sea Viper system and placed another 218 missiles on order for the three nations. 🤝",1
A good piece on @amconmag: Negotiating a Peace is Not a Betrayal of Ukraine. https://www.theamericanconservative.com/negotiating-a-peace-is-not-a-betrayal-of-ukraine/,2
>your economy was not bigger before sanctions So you’re admitting sanctions are just western countries pretending to be tough and don’t actually do anything other than harm themselves? LOL,0
"No credible evidence show say Boko Haram use UN cloth wrap guns for dia attacks. Research point say dem dey steal weapons from military, not misuse UN aid. Dat claim fit be unverified talk, as no solid report back am up. Humanitarian aid delivery tough for conflict zones, but no proof say Boko Haram use am like dat.",1
"This here is false. Biden actually provided significant military aid and intelligence to Ukraine, which helped Ukraine from being overrun by the Russians. He acted cautiously, however, as it was reasonable to do, given fears of nuclear escalation.",2
Don’t STOP supporting Ukraine 🫶,2
I don’t want to jump the gun but as a Trump supporter the way this is being handled is starting to annoy me. Russia is an obvious bad faith actor. At the beginning of the war they tried to take Kyiv I’m not sure why many forget that.,0
"You poisoned my country with depleted uranium, which has increased the number of cancer patients by 30% Serbia is among the world's top cancer patients. We will never forget, we will never forgive, and we will watch with enjoyment and celebration your abolition. @NATO",0
Why don't they just interview Putin?,1
Sounds like an argument for tougher sanctions.,1
"US lifts sanctions on Tornado Cash, a crypto mixer linked to North Korean money laundering #Technology #EmergingTechnologies #BlockchainandCryptocurrencies #TornadoCash #CryptoRegulation #NorthKorea https://puretech.news/article?id=391086",1
Eggs only if the USA supports Ukraine unconditionally and supplies unlimited weapons. Delivery of the eggs only after the arms deliveries.,2
Hey… anybody notice all of the “acts of war” the President is engaged in?,1
"""A painful morning brought us the news of the martyrdom of the child Muhammad, the son of our fellow journalist Tariq Al-Kurd, as a result of the occupation forces targeting their house in the early hours of dawn today.""",2
"Trump says he's still thinking about whether Russia should return kidnapped Ukrainian children. Tough decision. On one hand, basic human decency. On the other hand… Putin might get mad.",0
Tulsi isn’t gonna crack down on a fucking thing! She works for Putin.,0
C’est l’évidence. Washington négocie un partenariat stratégique et économique en contrepartie de l’objectif de l’OMS ; une marionnette à Kyiv.,0
"They all need to be given 1 week to work this out and provide a path for peace and repayment to the USA for all expenses incurred. If not, time for the USA to leave NATO and begin direct talks that include peace treaties and trade deals between China, India, Italy, etc, and Russia!",0
Do you mean the occupation of the West Bank? What would happen if Israel withdrew from there like they did from Gaza? Serious answers only. Defending yourselves from a genocidal terrorist proxy with tens of thousands of rockets and armed by the Iranian Regime is not genocide.,1
¡Luisa Gutiérrez [@luisag_urena] exige al gobierno central [@GobCDMX] que cumpla su palabra y proteja las áreas naturales protegidas de Tláhuac [@TlahuacRenace]! La presidenta del PAN en la CDMX [@PAN_CDMX] expresa su oposición a la invasión del suelo de conservación en la demarcación [@bereheca] tolerada por la administración actual y la anterior liderada por Martí Batres [@martibatres] Federico Chávez [@FedeChavezMX] legislador local de Acción Nacional [@PAN_CDMX] denuncian que César Cravioto [@craviotocesar] secretario de Gobierno [@SeGobCDMX] tiene vínculos con las invasiones en Tláhuac y que el gobierno ha cerrado opciones de vivienda a habitantes de la zona que no coinciden con Morena.,1
Reminder that bugs bunny was inside the twin towers when they fell AND HE LIVED,1
Prophecy For The Church Of America | The War Rooms Ep 19. https://youtu.be/sZ9DXqneZpU?si=0F57IdohWiwMr0HX via @YouTube,1
"🇩🇪🇷🇺 Frau Strack-Zimmermann ist sich ziemlich sicher, dass Putin hunderte Millionen Menschen auf dem Gewissen hat....ach was sag ich denn...Trillionen mindestens...🤭",0
Pickleball serve,1
"⚡As the delegation from #Russia 🇷🇺 leaves #SaudiArabia 🇸🇦 after the talks with #America 🇺🇸, Geran-2 drones are swarming over #Ukraine 🇺🇦...",0
these are almost identical to the talking points Putin used to gobble up parts of Ukraine in 2014 btw,0
Chauncian Bascinets,1
America has fallen,1
"If your biz is stuck, here's how to FIX it: 1️⃣ Sell to people with money + pain 2️⃣ 10x your prices ⚡ 2a. Automate delivery ✅ 2b. Guarantee results 🧠 2c. Make it brain-dead simple Stop tweaking. Start DOMINATING. This is WAR MODE. Link in bio — the weapons are waiting. — Sheep Don’t Moo",1
Turns out @elonmusk didn’t need to go to the Pentagon to get his war plans briefing. @PeteHegseth could just text it to him.,1
La politique pénale actuelle n'est plus en phase avec la cruauté et la délinquance de 2025. Il faut changer les textes de loi et renforcer les sanctions envers ces jeunes. Je soutiens le ministre @BrunoRetailleau @Interieur_Gouv,1
"Aujourd’hui à Paris, à l’initiative de Gabriel Attal, 60 responsables politiques venus de toute l’Europe se sont réunis. Face au rouleau compresseur réactionnaire : une réponse claire. Celle de l’unité, de la détermination, et de l’action ! Soutenir l’Ukraine. Construire une Europe de la Défense. Protéger nos démocraties. Ce premier sommet marque le point de départ d’une alliance politique européenne résolument tournée vers l’avenir et pour notre puissance. 🇪🇺",2
"According to Yuval Abraham, a group of Israeli settlers lynched Hamdan Ballal, co-director of the Oscar-winning film “No Other Land”. Reports indicate that he was beaten, with injuries to his head and stomach. The ambulance he was then being treated in was invaded by occupation forces, and since this incident, Hamdan Ballal has not been found.",1
"⭕The #US says peace talks with #Russia are about outcomes, not trust in President Putin. #US #Q_News",1
"What is happening in #GazaHolocaust is unprecedented, brutal and barbaric crimes committed by the fascist occupation forces with direct support, incitement, and funding from America, and with a direct threat to silence the judges of the International Court of Justice.",0
"And the us put sanctions (economic coercion) on belarus in 2013 in violation of the agreement, so in fact obama violated the agreement, making it void",0
"If Orbán is against 'pro-war' Brussels, he should be equally against the invader: Russia. There would be no war without Russia’s invasion of Ukraine. You can’t oppose support for Ukraine without addressing the root cause - Russia’s aggression",2
"""Sono nato a mezzogiorno, tra le braccia di mia madre Con lo stesso nome di mio nonno che non mi ha visto cantare"" @luciocorsi con ""Tu sei il mattino"" a #CTCF",1
"3⃣Blood and Fire — The Massacre of Moscow  💀 What followed was a horrific slaughter. Tokhtamysh’s forces killed indiscriminately — men, women, children, monks. Entire neighborhoods were set ablaze.  ⛪ Churches were looted and burned. Refugees hiding inside monasteries were burned alive. The city’s most sacred buildings were reduced to ash.  💔 Contemporary accounts speak of mothers jumping from towers with their children to avoid capture. Skies black with smoke, streets flooded with blood.  The cathedral bells melted, and the once-proud city became a smoldering ruin.",0
Why is Bangladesh’s Nobel Peace Laureate Imprisoning Journalists? - https://www.19fortyfive.com/2025/03/why-is-bangladeshs-nobel-peace-laureate-imprisoning-journalists/ #Bangladesh   Is it time to slap Global Magnitsky Act sanctions on @Yunus_Centre?,1
It's a fucken invasion!,1
"Iran just does not want to.. US under Trump (2017-2020) withdrew from JCPOA with Iran and imposed maximum sanctions. He let Israel bombed Gaza and Al-Aqsa, moved the embassy to Jerusalem, killed Soleimani, bombed Syria and secretly promised the Taliban..",0
"I do think Zelensky is trying to do so, his peace delegation refused to meet with the Russian delegation, thus aborting the talks.",2
Évidemment la bataille de la Marne car c'est chez moi 😅 immédiatement suivi de la bataille de la Somme. La bataille de Stalingrad est l'une des plus historiques. Plus contemporain : la bataille d'Hostomel empêchera la prise immédiate de Kyiv par les forces russes.,2
"Selon certaines sources, des haut-gradés français aurait été tués en Ukraine. La vraie cause de leur décès serait cachée et l’État ferait du chantage à la pension de réversion aux veuves pour acheter leur silence.  Si c'est vrai, c'est un véritable scandale d’État.",2
Russia accused of 'hollow' peace talks after Sumy strike wounds dozens https://www.bbc.com/news/articles/cm2n7jzxy72o?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1742842819,0
"This is big. I think we're reaching the stage where we can confidently say that China defeated the U.S. semiconductors sanctions.  Alibaba just announced that they've 'developed Al training techniques using Chinese-made semiconductors' where they 'achieved results comparable to Nvidia's H800 chips' and 'reduce costs by 20%.'  Which is exactly what the semiconductors export controls sought to prevent, according to multiple statements by U.S. officials.",1
"NATO would likely condemn Belarus for a nuclear test during Zapad-2025, violating the CTBT and exposing NATO states to radiation. Expect sanctions, increased military presence in Eastern Europe, and aid to affected members. Direct action is unlikely due to escalation risks with Russia, Belarus’ nuclear partner. The IMS would verify the test, and NATO might demand reparations, balancing deterrence and de-escalation. U.S. leadership could influence unity.",1
"Российские военные, которые уже неделю отражают атаки украинской армии в Белгородской области, разграбили несколько десятков частных домов в селе Репяховка Краснояружского района, граничащего с Украиной. Как пишет The Moscow Times об этом рассказали «Пеплу» местные жители. «Домов 20 минимум разграблено. В некоторых домах лежат двухсотые солдаты», — сообщил один из них. Видеозапись одного из жителей села опубликовали 23 марта «Пепел» и канал ВЧК-ОГПУ. Автор видео рассказал, что дом, который принадлежит местному жителю по фамилии Кравченко, был «полностью закрыт», а «наши военные» проникли внутрь и, судя по кадрам, устроили погром. В доме разбросаны вещи, валяются бутылки из-под спиртного, а таже видны следы «обыска». Такая же ситуация, по словам снимавшего, и с его собственным домом. Удивляет? Нет. Таков русский мир и его армия. Жестокость и алчность. Под стать их вождю Путину. Но если своих они грабят, то украинцев еще и убивают.",0
KREMLIN ON PEACE IN UKRAINE: THERE IS COMMON UNDERSTANDING WITH THE U.S. ON THE WILLINGNESS TO MOVE TOWARDS SETTLEMENT. KREMLIN ON TALKS IN SAUDI ARABIA: NEGOTIATIONS ARE UNDERWAY ON TECHNICAL ISSUES. KREMLIN ON TALKS WITH U.S. IN SAUDI ARABIA: THE BLACK SEA INITIATIVE IS ON THE AGENDA. KREMLIN ON BLACK SEA INITIATIVE: THERE WERE LARGE PARTS OF THE INITIATIVE THAT WERE NOT IMPLEMENTED – THIS IS ALSO ON THE AGENDA ON MONDAY.,1
"These are not peace talks. Putin is merely improving his military-strategic position with the help of the Americans. Putin wants to destroy democratic Europe, and Trump is helping him.",2
"Ukraine can produce weapons worth $35 billion a year, but only has the funds for $14 billion. Minister of Strategic Industries Herman Smetanin revealed this to the Norwegian online publication Nettavisen. According to him, Ukraine produces 30 to 40 percent of the weapons it needs itself. Additional funds are needed to increase production volumes. And the EU under Ursula von der Leyen refuses to release the $200 billion in Russian assets – insane.",2
"From a friend in Ukraine: “Two days ago, another family of Evangelical Christians was killed in a drone strike in Kyiv. Only the mother survived, as her husband and child were killed. This incident occurred on the church premises.” Despite hopes for a cease-fire, Putin‘s war on evangelical Christians in Ukraine continues. Let’s pray for this war to end.",2
Sounds like that guy in Moscow,1
"After President Trump’s envoy Steve Witkoff raised hopes of progress on a Black Sea ceasefire in peace talks between U.S. and Russian negotiators, the Kremlin played down hopes for rapid progress, saying there were numerous questions still to be resolved. https://wapo.st/4c1jNJ4",1
"🇵🇸💜😢 Trad⬇️ Voici l'équipe d'Hossam, et nous partageons son dernier message : « Si vous lisez ceci, cela signifie que j'ai été tué – probablement pris pour cible – par les forces d'occupation israéliennes. Lorsque tout a commencé, je n'avais que 21 ans, un étudiant avec des⬇️",1
If Goldberg didn’t remove himself from the chat then perhaps he could’ve given Canada Trump’s invasion plans?,1
President Trump’s bold leadership has created the first significant opening for peace talks between Ukraine and Russia. President Trump’s position is clear: He wants the killing to stop and to bring the two countries together to create a lasting peace.,0
send this as an answer to all NATO assholes when they come up with Georgia.,0
"NATO must be judged fairly by their actions and reasons for engagement in wars including monetary gain and power. Sadly, Putin’s opinion seem to be substantiated by the facts.",0
It's clear Ukraine will refuse peace. Pause aid to Ukraine and lift sanctions on Russia sir. Let 'em stew and recheck,0
"Si Poutine avait eu l'intention de s'emparer de l'Ukraine, il l'aurait couverte d'un tapis de Bombes à la façon des USA, sans égard pour les civils et il n'aurait pas signé les accords d'Istamboul en 2022 que Zélensky a rompus sur instigation des anglo-saxons.",0
"Enemy aliens. Definition: Anyone in the country who is not a citizen who engages in the delivery of weapons of mass destruction like fentanyl or provides moral, financial or other support to recognized terrorist organizations like drug cartels or international Islamic groups that call for the destruction of a people and the imposition of Sharia law. Any alien who commits a felony level crime against the people of the United States is an enemy to the maintenance of law and order and thus an enemy to the country. Formal declarations of war died with the growth of asymmetrical warfare on the part of enemies of the United States, since most of the 'war' is being carried out by non-state actors although they are supported, in many cases, by states inimical to the interests and well being of the United States and its citizens.",1
Time to leave NATO and the UN.,0
"Cette vidéo c'est une réalité, c'est le lobby juifs sioniste raciste qui défend l'occupation d'arpartheid Israélienne qui fout la merde en France pour nous empêcher de dénoncer le génocide de Netanyahou le criminel de l'humanité. Vive la 🇵🇸",0
A billion-ruble penthouse is going up in flames at Moscow’s ultra-luxury Rosa Rossa complex on Zubovskaya Street. Always nice to see Russia getting what it deserves.,2
"Remember folks, if Jeffrey Goldberg hadn't spoken up he'd still be receiving classified war plans from Pete Hegseth to this day",1
"Bitcoin is on the rise as investors believe Trump may ease tariffs. With the U.S. Treasury lifting sanctions on Tornado Cash, it's clear—America is paving the way to lead in crypto. Let's make America the number one in crypto! #Crypto #AmericaFirst https://www.cnbc.com/video/2025/03/24/bitcoin-bounces-investors-bet-trump-soften-tariff-stance-cnbc-crypto-world.html",1
"Essential Arms 🪖 -- Destroy the demons' tanks and armored vehicles with impeccable precision using #Roketsan's imaging infrared (IIR)-guided #OMTAS #antitank missiles! Affordable, #NATO quality, no sanctions. Only from Türkiye! 🇹🇷",1
Los MAGA admiran fervorosamente la Rusia de Putin. La Rusia de Putin se ríe de ellos. Los consideran idiotas a los que pueden manipular para conseguir todo lo que quieran.,0
Invasión de Aidens en mi twitter (Amo),1
That’s trump for you. He’s probably thinking of doing the same to Canada in order to steal our resources. If it happens an attack on one NATO nation is an attack on all excluding the US,1
"Questa bambina si chiamava Nicole, aveva 5 anni. Il padre si chiamava Oleksander. Uccisi questa notte a Kyiv dai russi. La mamma è grave in ospedale. Chiunque aiuti i russi, ha i civili ucraini sulla coscienza, ed è un obiettivo legittimo della giustizia o della vendetta 🇺🇦",2
BREAKING: Israeli occupation forces bomb a tent for displaced people northwest of Gaza City.,1
A nuclear weapons delivery system similar to China 🇨🇳 and Russia. 🇷🇺,1
"Russia demands sanctions be lifted on its agricultural exports. Without this, there’s NO DEAL. Is the West finally realising they can’t keep ignoring Russia’s concerns? 🧵 3/5",0
It is astonishing how everything you say about Hamas is actually true about the IDF. Lies over lies over lies from the Israeli genocide occupation force.,1
Sanctions are called for. Unacceptable.,1
"I mean I find it hard to believe lobbyists for defense firms aren’t freaking out - massive market for us. If we release Russia from sanctions as well, that will cost our oil/gas industry a great deal. Tariffs seem like they could hurt a host of industries that trade with Europe.",0
"He does a lot better reporting on current events the. Anyone from the legacy media, as if you follow the legacy media you’ll think Ukraine winning",2
Kyiv air raid now,2
Now playing live on JDK Radio - Kyiv Frequencies by Host: Кarry G Spread the word!!!,2
"🔴ALERTE INFO Gabriel Attal souhaite ""un processus d'adhésion accéléré de l'Ukraine pour que des députés ukrainiens observateurs puissent siéger dès l'année prochaine au Parlement européen"". Complètement IRRESPONSABLE.",2
"Stop following blindly, Marco. Promoting peace? Sure, he’s trying to end the Russo-Ukraine war, and we’re grateful. But he also started wars in Yemen and Israel. Are those bombs killing civilians 'peace bombs'? We love Trump, but we don’t agree with everything.",1
Accidentally texting someone war plans sounds like something a drunk person would do...,1
"Trump’s obsession with Greenland is reckless. It’s a sovereign part of Denmark, and 80% of Greenlanders reject joining the U.S. His threats strain NATO ties and risk conflict. We should respect allies, not bully them into submission. This isn’t leadership, it’s arrogance.",1
Initial ceasefire proposal prediction Putin wants international recognition of lands Not possible. Ukraine's redline. Putin requires no weapons delivery. Trump will likely agree to this for the duration of ceasefire. Permanent ban from NATO. Legally binding with peace deal.,0
NATO aggression against Yugoslavia of 1999 in a nutshell. 👉 Detailed recap of the atrocities by the North-Atlantic Treaty Organisation and its member-states. #NeverForget,0
Do you stand with Nuclear Winter? It’s funny how the anti-War left won’t even discuss peace talks. All gun-ho about sending other people’s children to die. So brave.,1
